"","X","app","uid","context","timestamp","Physics_EAP","ForceAndMotion_EAP","LinearMomentum_EAP","Energy_EAP","Torque_EAP","NFL_EAP","NSL_EAP","NTL_EAP","POfMom_EAP","ConOfMom_EAP","EnergyTransfer_EAP","EnergyDissipate_EAP","StaticEquilibrium_EAP","PropertiesofTorque_EAP","Physics_Margin.High","Physics_Margin.Medium","Physics_Margin.Low","Physics_Mode","StartDate","Duration_sec","c1","c2","c3","gender","gender_other","ethnicity","ethnicity_other","grade","pre_ECT1","pre_ECT2","pre_POT1","pre_POT2","pre_N1L1","pre_N1L2","pre_N2L1","pre_N2L2","pre_N3L1","pre_N3L2","pre_POM1","pre_POM2","pre_ECD1","pre_ECD2","pre_Eqil1","pre_Eqil2","pre_COM1","pre_COM2","Post_StartDate","Post_Duration..in.seconds","post_ECT1","post_ECT2","post_POT1","post_POT2","post_N1L1","post_N1L2","post_N2L1","post_N2L2","post_N3L1","post_N3L2","post_POM1","post_POM2","post_ECD1","post_ECD2","post_Eqil1","post_Eqil2","post_COM1","post_COM2","preScore","postScore","Cond","filter_.","Gain","gender_bg","WE_watched","Game_Q1","R_Game_Q2","R_Game_Q3","Game_Q4","Game_Q5","Game_Q6","Game_Q7","Game_Q8","Game_Q9","Game_Q10","LS_Q1","LS_Q2","R_LS_Q3","LS_Q4","R_LS_Q5","R_LS_Q6","Game_Satis_Score","LS_Satis_Score","Game_Q2","Game_Q3","LS_Q3","LS_Q5","LS_Q6","LS_Satis_S","Game_Satis_S","pre_NFM","pre_Energy","pre_Moemntum","pre_Torque","post_NFM","post_Energy","post_Momentum","post_Torque","log_phys_anim_freq","ALL_LSs","physicLSduration","perceived_competency","Game_enjoyment","solutionLSduration","score","AllLSduration","PropToolLS","PropPhysLS","PropSoluLS","LScond","NumberAttempts_sum","NumberAttempts_mean","condition","physAnimFreq","physAnimDuration","weFreq","weDuration","hintFreq","hintDuration","toolsFreq","toolsDuration","glossaryFreq","glossaryDuration","defFreq","defDuration","formFreq","formDuration","hvFreq","hvDuration","levelVisited","levelCompleted","silver","gold","avgAttempts","avgDuration","PhysVideosUse","PhysVideosUse3Levels","enjoy_playagain","ethWBH","NFLprepost","NSLprepost","NTLprepost","ECTprepost","POTprepost","POMprepost","Eqilprepost","ECDprepost","COMprepost","prepostNFM","prepostEnergy","prepostMomentum","prepostTorque"
"S282c3",45,"userControl","282c3","Basement Stairs","2019-05-17 13:45:53",0.0579,-0.0996,0.7184,0.0172,0.0358,-0.9674,-0.9674,-0.9674,0.8227,0.9673,0.9674,-0.9674,0.1907,0.9674,0.1021,0.8557,0.0422,"M","5/10/19 13:27",549,0,0,1,"Other",0,"White",0,"10th",0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,"5/20/19 13:31",373,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,16,"Free Choice","Not Selected",3,"Girl","No WE",4,4,3,4,5,4,5,5,3,2,3,4,4,3,5,2,39,21,2,3,2,1,4,3.5,3.9,6,2,3,2,6,4,4,2,NA,8,629,9,16,9549,1050,10178,0,0.061799960699548,0.938200039300452,"3",378,4.78481012658228,"UserCtl",1,6.043,0,0,2,9.54900002479553,0,0,1,5.25400018692017,3,65.0469999313354,3,4.22499990463257,0,0,70,68,35,33,4.85897435897436,88.8783506511688,1,1,3.5,"White",4,4,4,2,2,3,2,4,4,12,6,7,4
"S283c3",46,"userControl","283c3","Windy Day","2019-05-20 13:35:28",-0.6564,-0.7986,-0.16,-0.5941,-0.8347,-0.9674,-0.9674,-0.9674,-0.9043,0.7813,0.0352,-0.6648,-0.1386,0.1337,0.0041,0.3133,0.6826,"L","5/10/19 13:33",696,0,0,1,"Boy",0,"Black or African American",0,"10th",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,"5/20/19 13:38",474,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,13,13,"Free Choice","Selected",0,"Boy","No WE",5,5,5,5,5,5,4,3,4,4,3,3,2,5,4,2,45,19,1,1,4,2,4,3.16666666666667,4.5,5,3,3,2,5,3,3,2,NA,0,0,10,23,0,920,0,NA,NA,NA,NA,396,5.0126582278481,"UserCtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,68,46,24,5.10126582278481,82.8801519120253,0,0,4.5,"Black",3,4,3,4,4,3,0,2,3,10,6,6,4
"S285c3",47,"userControl","285c3","Seesaw","2019-05-20 13:36:58",-0.5723,-0.7157,-0.6202,0.0288,-0.7668,-0.965,-0.9673,-0.9119,-0.8574,-0.5891,0.9674,-0.1638,0.1115,-0.0971,0.0117,0.3849,0.6034,"L","5/10/19 13:33",837,0,0,1,"Boy",0,"Black or African American",0,"10th",1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,"5/20/19 13:38",590,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,10,15,"Free Choice","Selected",5,"Boy","WE",4,4,4,3,4,4,4,5,3,4,5,4,4,4,3,3,39,23,2,2,2,3,3,3.83333333333333,3.9,4,1,3,2,5,2,4,4,0.301029995663981,3,0,7,19,36587,490,36587,0,0,1,"3",96,2.46153846153846,"UserCtl",0,0,1,13.5780000686646,1,1.52600002288818,0,0,0,0,0,0,0,0,0,0,33,31,16,15,2.61538461538462,67.2370000002564,0,0,3.5,"Black",3,4,2,3,4,3,2,0,4,9,3,7,6
"S286c3",48,"userControl","286c3","Tetherball","2019-05-17 14:01:05",-0.6308,-0.796,-0.4781,-0.2814,-0.8449,-0.9674,-0.9664,-0.9674,-0.9674,-0.0132,0.9674,-0.9674,-0.9241,0.6316,0.003,0.3421,0.655,"L","5/10/19 13:29",1085,0,0,1,"Boy",0,"Hispanic",0,"11th",0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,"5/20/19 13:33",933,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,17,"Free Choice","Selected",4,"Boy","No WE",5,5,5,5,4,5,5,5,5,5,3,3,3,4,3,3,49,19,1,1,3,3,3,3.16666666666667,4.9,3,3,4,3,6,3,4,4,NA,6,0,9,25,8288,730,60466,0.862931234081963,0,0.137068765918037,"ToolLs preference",212,3.16417910447761,"UserCtl",3,27.338,1,9.676,3,8.28800010681152,3,52.1779999732971,0,0,0,0,0,0,0,0,56,54,35,19,3.17910447761194,135.200462686866,1,1,5,"Hispanic",3,3,3,2,4,4,3,4,4,9,6,8,7
"S287c3",49,"userControl","287c3","Tetherball","2019-05-20 13:25:09",-0.3361,-0.5475,0.1681,-0.1396,-0.668,-0.9674,-0.9674,-0.9673,-0.126,0.967,0.9674,-0.9674,-0.9638,0.9002,0.0172,0.6182,0.3646,"M","5/10/19 12:42",3240,0,0,1,"Boy",0,"Black or African American",0,"11th",0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,"5/20/19 13:31",385,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,13,15,"Free Choice","Selected",2,"Boy","No WE",4,3,3,4,2,4,2,4,2,2,4,4,4,4,3,2,30,21,3,3,2,3,4,3.5,3,6,3,2,2,6,3,4,2,NA,10,34,6,14,5894,880,105453,0.943785383061648,0.000322418518202422,0.0558921984201493,"ToolLs preference",175,2.30263157894737,"UserCtl",3,0,0,0,2,5.89400005340576,6,99.5249998569489,1,4.57399988174438,1,1.17499995231628,1,1.35000014305115,0,0,53,53,23,31,2.45454545454545,91.1972467538961,1,1,3,"Black",4,4,4,3,4,3,0,3,3,12,6,6,4
"S288c3",50,"userControl","288c3","Breakfast time","2019-05-20 13:30:22",-0.6288,-0.7873,-0.5281,-0.2815,-0.8066,-0.9674,-0.9674,-0.9674,-0.9674,-0.1678,0.9674,-0.9674,-0.9154,0.9673,0.0035,0.3431,0.6534,"L","5/10/19 13:30",489,0,0,1,"Girl",0,"Black or African American",0,"11th",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"5/20/19 13:33",832,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,16,15,"Free Choice","Selected",-1,"Girl","No WE",4,4,4,5,1,2,3,2,3,3,3,3,2,4,2,4,31,18,2,2,4,4,2,3,3.1,6,3,4,3,6,3,4,2,NA,12,17527,6,18,33071,750,64647,0.217318669079772,0.271118536049623,0.511562794870605,"3",233,3.640625,"UserCtl",0,0,0,0,10,33.0710005760193,1,14.048999786377,2,32.9930000305176,0,0,0,0,0,0,48,45,20,26,3.75,128.797546862969,0,0,3.5,"Black",4,4,4,4,3,4,2,2,4,12,6,8,5
"S289c3",51,"userControl","289c3","Newton's Cradle","2019-05-20 13:30:17",-0.6064,-0.7761,-0.4484,-0.2699,-0.8174,-0.9674,-0.9674,-0.9674,-0.9278,-1.9268e-06,0.9674,-0.9674,-0.9671,0.9674,0.0035,0.3661,0.6304,"L","5/10/19 12:39",3451,0,0,1,"Boy",0,"Black or African American",0,"11th",1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,"5/20/19 13:31",636,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,10,7,"Free Choice","Selected",-3,"Boy","No WE",2,4,3,4,3,4,4,4,3,3,3,3,3,4,2,2,34,17,2,3,3,4,4,2.83333333333333,3.4,3,4,1,2,3,1,1,2,NA,4,0,7,15,9686,580,9686,0,0,1,"3",270,4.09090909090909,"UserCtl",3,0,1,0,4,9.68600010871887,0,0,0,0,0,0,0,0,0,0,50,36,14,22,4.09090909090909,87.1646363672727,1,1,2.5,"Black",3,2,1,3,4,2,0,2,0,6,5,2,4
"S290c3",52,"userControl","290c3","Ed","2019-05-20 13:37:15",-0.612,-0.7801,-0.4609,-0.2726,-0.8199,-0.9674,-0.9674,-0.9674,-0.9673,0.001,0.9674,-0.9674,-0.9664,0.9674,0.0034,0.3606,0.636,"L","5/13/19 13:24",628,0,0,1,"Girl",0,"46",0,"11th",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,"5/20/19 13:38",578,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16,16,"Free Choice","Selected",0,"Girl","No WE",4,4,4,4,3,4,4,3,5,5,3,3,4,5,4,2,40,21,2,2,2,2,4,3.5,4,6,4,3,3,6,4,4,2,NA,17,0,7,22,24517,1290,49077,0.500438087087638,0,0.499561912912362,NA,613,5.83809523809524,"UserCtl",3,0,0,0,14,24.5170001983642,3,24.559999704361,0,0,0,0,0,0,0,0,90,76,25,51,5.88571428571429,84.3108571416191,1,1,4.5,NA,4,4,4,4,3,3,2,4,4,12,8,7,5
"S292c3",53,"userControl","292c3","Broken Guitar","2019-05-20 13:31:11",-0.5757,-0.7486,-0.4174,-0.2553,-0.7766,-0.9674,-0.9674,-0.9674,-0.9669,0.062,0.9674,-0.9674,-0.9085,0.9674,0.0046,0.3958,0.5996,"L","5/10/19 13:25",812,0,0,1,"Girl",0,"346",0,"10th",0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,"5/20/19 13:31",816,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,10,11,"Free Choice","Selected",1,"Girl","WE",4,4,4,4,3,4,5,5,5,4,3,3,4,4,3,2,42,19,2,2,2,3,4,3.16666666666667,4.2,4,2,2,2,6,1,3,1,0.477121254719662,7,0,7,21,117548,650,135253,0.130902826554679,0,0.869097173445321,"3",174,3.34615384615385,"UserCtl",1,0,3,102.874999761581,3,14.6729998588562,1,17.7050001621246,0,0,0,0,0,0,0,0,46,46,31,17,3.40384615384615,164.748057688462,1,1,4.5,NA,4,3,3,1,3,3,0,2,2,10,3,5,3
"S294c3",54,"userControl","294c3","The Museum","2019-05-20 13:36:07",-0.4255,-0.6191,-0.1187,-0.5838,-0.3969,-0.9674,-0.9674,-0.9674,0,0.0141,0.0036,-0.964,-9e-04,0.967,0.0099,0.5404,0.4497,"M","5/10/19 13:33",739,0,0,1,"PNA",0,"White",0,"11th",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,"5/20/19 13:38",514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,18,"Free Choice","Not Selected",3,"Girl","No WE",5,4,4,4,4,4,4,4,3,2,3,2,3,3,3,3,38,17,2,2,3,3,3,2.83333333333333,3.8,6,4,3,2,6,4,4,4,NA,4,0,8,18,19074,1070,19074,0,0,1,"3",285,3.47560975609756,"UserCtl",0,0,2,345.371999979019,4,19.0739996433258,0,0,0,0,0,0,0,0,0,0,69,64,25,40,3.57317073170732,87.5521341435366,0,0,4,"White",4,4,4,4,4,3,2,4,4,12,8,7,6
"S295c3",55,"userControl","295c3","Frog","2019-05-20 13:27:46",-0.1504,-0.3181,0.5502,-0.0594,-0.4531,-0.9674,-0.967,-0.9673,0.7781,0.9665,0.9674,-0.9674,-0.8334,0.9672,0.0448,0.7549,0.2003,"M","5/10/19 13:23",985,0,0,1,"Girl",0,"White",0,"10th",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"5/20/19 13:31",620,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,17,15,"Free Choice","Selected",-2,"Girl","No WE",4,4,5,4,4,5,4,5,5,5,4,4,5,4,5,3,45,25,2,1,1,1,3,4.16666666666667,4.5,6,4,4,3,5,4,4,2,NA,0,0,8,23,0,590,0,NA,NA,NA,NA,123,2.51020408163265,"UserCtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,19,19,2.69387755102041,107.845775529184,0,0,4.5,"White",3,4,4,4,3,4,2,4,4,11,8,8,5
"S296c3",56,"userControl","296c3","Tetherball","2019-05-17 13:53:48",-0.8741,-0.9332,-0.6304,-0.8737,-0.9385,-0.9674,-0.9674,-0.9674,-0.9674,-8e-04,2.5065e-06,-0.9674,-0.9649,0.7122,4e-04,0.0957,0.9039,"L","5/13/19 13:27",1159,0,0,1,"Boy",0,"67",0,"11th",0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,"5/20/19 13:34",586,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,10,12,"Free Choice","Selected",2,"Boy","No WE",4,5,5,5,5,3,3,1,4,3,1,1,5,4,5,3,38,19,1,1,1,1,3,3.16666666666667,3.8,5,1,3,1,4,3,3,2,NA,0,0,10,21,0,600,0,NA,NA,NA,NA,162,3.24,"UserCtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,45,33,12,3.32,117.819479995,0,0,4,NA,1,4,4,2,3,4,0,2,2,9,4,6,3
"S300c3",57,"userControl","300c3","Cookie Monster","2019-05-24 10:55:49",-0.3647,-0.5757,-0.0133,-0.1598,-0.6123,-0.9674,-0.9674,-0.9674,-0.9671,0.9232,0.9538,-0.9674,-0.7873,0.9609,0.0121,0.5987,0.3891,"M","5/10/19 14:20",747,0,0,1,"Boy",0,"Black or African American",0,"10th",1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,"5/24/19 11:01",582,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,14,11,"Free Choice","Selected",-3,"Boy","No WE",3,4,3,2,3,4,4,3,2,2,4,4,2,4,3,2,30,19,2,3,4,3,4,3.16666666666667,3,5,4,3,2,4,3,3,1,NA,0,0,5,14,0,960,0,NA,NA,NA,NA,430,5.65789473684211,"UserCtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,41,18,25,4.75471698113208,123.323961539038,0,0,2.5,"Black",2,3,4,3,3,2,0,4,4,9,7,6,3
"S301c3",58,"userControl","301c3","Mr Green","2019-05-20 14:21:21",-0.8482,-0.929,-0.3423,-0.8636,-0.9666,-0.9674,-0.9674,-0.9674,-0.1213,0.012,2e-04,-0.9666,-0.9657,-0.7905,2e-04,0.1228,0.877,"L","5/10/19 14:09",1314,0,0,1,"Boy",0,"White",0,"10th",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,"5/20/19 14:25",681,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,16,15,"Free Choice","Selected",-1,"Boy","WE",5,5,5,4,4,5,5,4,5,5,4,5,5,5,5,5,47,29,1,1,1,1,1,4.83333333333333,4.7,6,4,4,2,5,4,3,3,0,3,0,8,25,5942,670,5942,0,0,1,"3",305,5.44642857142857,"UserCtl",2,0,2,1.39600014686584,2,4.5460000038147,0,0,0,0,1,2.61800003051758,0,0,0,0,40,38,18,22,5.51785714285714,91.3099821482143,1,1,5,"White",3,4,4,4,4,4,1,4,3,11,8,7,5
"S302c3",59,"userControl","302c3","Shelves","2019-05-20 14:24:50",-0.1519,-0.3198,0.5468,-0.06,-0.4543,-0.9674,-0.9673,-0.9674,0.7747,0.9615,0.9674,-0.9674,-0.8337,0.9673,0.0446,0.7537,0.2016,"M","5/10/19 14:08",1335,0,0,1,"Girl",0,"White",0,"10th",0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,"5/20/19 14:25",440,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,15,13,"Free Choice","Selected",-2,"Girl","WE",5,5,5,4,4,5,5,5,5,5,5,5,4,4,4,5,48,27,1,1,2,2,1,4.5,4.8,5,3,3,4,4,3,3,3,0.602059991327962,11,0,8,25,135540,620,135540,0,0,1,"3",159,2.40909090909091,"UserCtl",3,0,5,115.390999948502,7,27.4110000133514,0,0,0,0,0,0,0,0,0,0,44,44,31,15,2.44615384615385,86.6071076943077,1,1,5,"White",2,3,4,3,3,3,4,3,3,9,6,6,7
"S305c3",60,"userControl","305c3","Spiral","2019-05-24 11:00:38",-0.702,-0.8231,-0.2516,-0.7685,-0.7717,-0.9674,-0.9669,-0.9674,-0.03,0.0019,9.2364e-08,-0.9674,-0.7079,0.9627,0.0034,0.2677,0.729,"L","5/10/19 14:20",531,0,0,1,"Girl",0,"Black or African American",0,"10th",1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,"5/24/19 11:02",439,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,8,13,"Free Choice","Selected",5,"Girl","WE",4,3,3,3,2,3,4,4,4,4,5,5,4,3,4,4,34,25,3,3,2,2,2,4.16666666666667,3.4,2,2,3,1,5,2,4,2,0.301029995663981,19,0,5,18,77643,840,98741,0.213670106642631,0,0.786329893357369,"3",446,6.37142857142857,"UserCtl",1,4.253,1,17.7779998779297,5,14.1559998989105,1,2.94000005722046,0,0,0,0,0,0,0,0,31,24,11,13,9.46511627906977,109.467976763488,1,1,4,"Black",2,3,2,4,2,3,1,0,4,7,4,7,3
"S306c3",61,"userControl","306c3","Spiral","2019-05-24 11:00:41",-0.6121,-0.7801,-0.4613,-0.2726,-0.8198,-0.9674,-0.9674,-0.9674,-0.9674,0,0.9674,-0.9674,-0.9661,0.9674,0.0034,0.3606,0.6361,"L","5/10/19 14:20",789,0,0,1,"Boy",0,"Hispanic",0,"10th",0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,"5/24/19 11:01",417,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,9,12,"Free Choice","Selected",3,"Boy","WE",4,3,3,4,3,3,4,4,3,2,4,4,3,4,3,3,33,21,3,3,3,3,3,3.5,3.3,2,3,2,2,5,3,2,2,0.301029995663981,4,55,7,15,59427,1000,59482,0,0.00092464947379039,0.99907535052621,"3",208,2.92957746478873,"UserCtl",2,0,0,0,0,0,0,0,0,0,1,22.1989998817444,0,0,0,0,51,46,13,34,3.40350877192982,79.4903508664912,1,1,3.5,"Hispanic",2,2,3,3,3,3,1,3,1,7,6,4,4
"S308c3",62,"userControl","308c3","Tetherball","2019-05-24 10:41:46",-0.6047,-0.7734,-0.4563,-0.2692,-0.8086,-0.9674,-0.9674,-0.9674,-0.9671,-1e-04,0.9674,-0.9674,-0.9483,0.9673,0.0036,0.3677,0.6287,"L","5/10/19 14:20",722,0,0,1,"Boy",0,"Black or African American",0,"9th",0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,"5/24/19 11:01",402,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,14,12,"Free Choice","Selected",-2,"Boy","WE",5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,49,26,1,1,1,1,5,4.33333333333333,4.9,4,3,4,3,4,3,3,2,0.301029995663981,14,0,10,25,61929,790,61929,0,0,1,"3",231,4.05263157894737,"UserCtl",0,0,3,40.5099999904632,4,6.55199980735779,0,0,0,0,0,0,0,0,0,0,27,26,14,12,2.58823529411765,169.142454560606,0,0,5,"Black",1,4,3,2,4,3,1,4,4,8,6,7,5
"S309c3",63,"userControl","309c3","Not too Far","2019-05-17 14:52:42",-0.4814,-0.6831,-0.1778,-0.2084,-0.7511,-0.9674,-0.9667,-0.9674,-0.1784,0.0555,0.9674,-0.9674,-0.9644,0.9674,0.0068,0.4887,0.5045,"L","5/13/19 14:14",822,0,0,1,"Boy",0,"White",0,"11th",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"5/20/19 14:25",400,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,"Free Choice","Selected",0,"Boy","WE",5,5,4,4,4,3,4,5,5,3,2,2,4,4,5,3,42,20,1,2,2,1,3,3.33333333333333,4.2,6,3,4,4,6,4,4,3,0.301029995663981,3,0,8,22,46110,1000,46110,0,0,1,"3",283,4.35384615384615,"UserCtl",2,0,4,41.8180000782013,1,4.29200005531311,0,0,0,0,0,0,0,0,0,0,62,62,28,34,4.49230769230769,116.049111101905,1,1,5,"White",4,4,4,3,3,4,4,4,4,12,7,8,7
"S311c3",64,"userControl","311c3","Green Apple","2019-05-20 14:24:19",-0.3019,-0.5083,0.2098,-0.1246,-0.6137,-0.9674,-0.9674,-0.9674,-0.0015,0.9667,0.9674,-0.9674,-0.9218,0.9674,0.0209,0.646,0.3331,"M","5/10/19 14:19",726,0,0,1,"Boy",0,"46",0,"11th",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,"5/20/19 14:25",392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,18,"Free Choice","Selected",2,"Boy","WE",5,4,5,5,5,4,4,5,5,5,3,4,3,3,3,3,47,19,2,1,3,3,3,3.16666666666667,4.7,6,3,4,3,6,4,4,4,0.301029995663981,12,63,10,24,56716,890,56779,0,0.00110956515613167,0.998890434843868,"3",166,2.10126582278481,"UserCtl",4,0,2,52.2830002307892,2,4.43299984931946,0,0,3,13.5710000991821,3,225.947000026703,1,1.52900004386902,1,139.722,57,56,35,24,2.1875,85.448762502375,1,1,5,NA,4,4,4,4,4,4,3,3,4,12,7,8,7
"S312c3",65,"userControl","312c3","Newton's Cradle","2019-05-24 10:58:11",-0.6126,-0.78,-0.4653,-0.273,-0.8181,-0.9674,-0.9674,-0.9674,-0.9666,-0.0116,0.9674,-0.9674,-0.9612,0.9661,0.0034,0.36,0.6366,"L","5/10/19 14:20",548,0,0,1,"Boy",0,"White",0,"10th",0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,"5/24/19 11:01",546,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,14,16,"Free Choice","Selected",2,"Boy","WE",4,4,3,4,4,4,4,4,4,3,5,4,3,5,3,3,38,23,2,3,3,3,3,3.83333333333333,3.8,5,3,4,2,6,3,4,3,0.778151250383644,12,0,8,18,95056,870,106677,0.108936321793826,0,0.891063678206174,"3",241,4.1551724137931,"UserCtl",0,0,4,59.0870001316071,4,7.3459997177124,2,11.6210000514984,0,0,0,0,0,0,0,0,32,31,19,14,1.67567567567568,155.848540534054,0,0,4,"White",3,4,4,3,4,4,1,3,4,11,6,8,5
"S314c3",66,"userControl","314c3","Broken Guitar","2019-05-24 10:57:15",-0.4863,-0.6729,-0.221,-0.2122,-0.7213,-0.9674,-0.9656,-0.9674,-0.536,0.2261,0.9674,-0.9674,-0.8958,0.9501,0.0091,0.4791,0.5118,"L","5/10/19 14:20",663,0,0,1,"Girl",0,"White",0,"10th",1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,"5/24/19 11:01",479,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,12,11,"Free Choice","Selected",-1,"Girl","WE",5,4,2,4,4,4,4,4,4,4,5,4,3,4,3,3,39,22,2,4,3,3,3,3.66666666666667,3.9,4,3,2,3,3,4,2,2,0,7,0,8,19,62368,660,115018,0.457754438435723,0,0.542245561564277,"3",194,3.95918367346939,"UserCtl",0,0,0,0,4,12.8470003604889,2,52.6500000953675,0,0,0,0,0,0,0,0,30,30,16,14,1.81818181818182,167.241999977812,0,0,4.5,"White",3,3,1,4,4,2,1,3,2,7,7,4,5
"S317c3",67,"userControl","317c3","Roller coaster","2019-05-20 14:16:33",-0.0993,-0.2896,0.5685,0.1142,-0.4644,-0.9674,-0.9673,-0.9673,0.7743,0.9498,0.9674,-0.5243,-0.95,0.963,0.0759,0.7455,0.1786,"M","5/10/19 14:11",1334,0,0,1,"Girl",0,"White",0,"10th",0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,"5/20/19 14:25",648,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,9,13,"Free Choice","Selected",4,"Girl","WE",4,5,5,4,3,4,4,3,4,3,2,4,4,4,4,3,39,21,1,1,2,2,3,3.5,3.9,4,1,3,1,4,2,4,3,0.477121254719662,17,0,7,21,61760,450,75938,0.186704943506545,0,0.813295056493455,"3",64,2.06451612903226,"UserCtl",4,3.717,3,45.3460004329682,8,16.4140005111694,5,14.1780002117157,1,2.26600003242493,0,0,1,24.1169998645782,0,0,27,27,14,14,2.41935483870968,78.9891612990323,1,1,4,"White",2,4,2,2,2,3,2,1,4,8,3,7,4
